"name","clName","price","SKU","bcSKU","category","description","price_type","cost","tax_rates","quantity","clover_ID",
"Sour Patch Kids - XL",,"7.95","355-5191","355-5191","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Fruity Soft Puffs - XL",,"5.95","358-588","358-588","Candy/Hard Candy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors)",,"10.95","360","360","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Grape:#D400FF]",,"10.95","360-GR","360-GR","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Sour Apple:#2BC841]",,"10.95","360-SO-A","360-SO-A","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Sour Blue Raspberry:#1089D0]",,"10.95","360-SO-BR","360-SO-BR","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Sour Strawberry:#FF3F00]",,"10.95","360-SO-ST","360-SO-ST","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Strawberry:#BC0416]",,"10.95","360-ST","360-ST","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Rainbow:#FF4600|#00FF49|#1900FF]",,"10.95","360-RA","360-RA","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Gustaf's Laces (Multiple Flavors) [Flavor=Liquorice:#343131]",,"10.95","360-LI","360-LI","Candy/Gummy",,"Fixed",,"DEFAULT",,,
"Boston Baked Beans",,"15.95","361-4248","361-4248","Candy/Novelty",,"Fixed",,"DEFAULT",,,
"Mike & Ike - XL",,"15.95","363-4541","363-4541","Candy/Novelty",,"Fixed",,"DEFAULT",,,
"Razzles - XL",,"10.95","364-7193","364-7193","Candy/Novelty;Candy/Gum",,"Fixed",,"DEFAULT",,,
"Pearsons Dark Chocolate Mint Patties",,"2.99","366-1329","366-1329","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Covered Banana Chips",,"3.95","367-2293","367-2293","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Coconut with Almond",,"5.99","368-2165","368-2165","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Covered Sunflower Seeds",,"4.95","369-1566","369-1566","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Caramel Balls",,"3.95","370-6878","370-6878","Chocolate",,"Fixed",,"DEFAULT",,,
"S'Mores",,"3.95","371-6988","371-6988","Candy/Novelty;Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Sea Salt Caramels",,"7.95","372-5385","372-5385","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Peanut Butter Cookies",,"5.95","373-4633","373-4633","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Covered Toffee",,"5.95","374-7714","374-7714","Chocolate",,"Fixed",,"DEFAULT",,,
"White Pretzels",,"3.99","375-2358","375-2358","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Sea Salt Carmels",,"7.95","376-1911","376-1911","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Blueberries",,"6.95","377-3643","377-3643","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Peanuts",,"3.99","378-333","378-333","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Cherries",,"6.96","379-8010","379-8010","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Pretzels",,"3.99","380-8214","380-8214","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Peanut Butter Pretzel Nuggets",,"4.95","381-8992","381-8992","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Peanut Clusters",,"3.99","382-5671","382-5671","Chocolate",,"Fixed",,"DEFAULT",,,
"Strawberry Yogurt Pretzels",,"3.99","383-2609","383-2609","Chocolate",,"Fixed",,"DEFAULT",,,
"Double Dipped Peanuts",,"3.99","385-745","385-745","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Pretzels",,"3.99","386-15","386-15","Chocolate",,"Fixed",,"DEFAULT",,,
"White Chocolate Nonpareils",,"4.95","387-7967","387-7967","Chocolate",,"Fixed",,"DEFAULT",,,
"P'Nut Caramel Patties",,"4.95","388-1821","388-1821","Chocolate",,"Fixed",,"DEFAULT",,,
"Bridge Mix",,"3.99","389-2171","389-2171","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Nonpareils",,"4.95","390-8273","390-8273","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Malted Milk Balls",,"3.95","391-3182","391-3182","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Malted Milk Balls",,"3.95","392-5206","392-5206","Chocolate",,"Fixed",,"DEFAULT",,,
"M&M's Minis",,"5.95","393-26","393-26","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Stars",,"3.99","394-5100","394-5100","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate with Cayenne Pepper",,"4.99","395-1575","395-1575","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Raisins",,"3.99","396-2654","396-2654","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Raisins",,"3.99","397-5903","397-5903","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Covered Gummy Bears",,"4.95","398-7726","398-7726","Candy/Gummy;Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Covered Gummy Bears",,"4.95","399-8045","399-8045","Candy/Gummy;Chocolate",,"Fixed",,"DEFAULT",,,
"New York Espresso Beans",,"5.95","400-6504","400-6504","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Covered Ginger",,"4.95","401-682","401-682","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate with Pomegranate Seeds",,"6.95","402-3633","402-3633","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Cashews",,"5.95","403-1758","403-1758","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Cashews",,"5.95","405-2134","405-2134","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Walnuts",,"5.95","406-793","406-793","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Covered Macadamia Nuts",,"6.95","407-1473","407-1473","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Pecans",,"5.99","408-8870","408-8870","Chocolate",,"Fixed",,"DEFAULT",,,
"Dark Chocolate Almonds",,"5.95","409-314","409-314","Chocolate",,"Fixed",,"DEFAULT",,,
"Milk Chocolate Almonds",,"5.95","410-5645","410-5645","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Espresso Beans",,"5.95","411-2533","411-2533","Chocolate",,"Fixed",,"DEFAULT",,,
"White Chocolate Almonds",,"5.95","412-2558","412-2558","Chocolate",,"Fixed",,"DEFAULT",,,
"Chocolate Almondolas",,"4.99","413-8009","413-8009","Chocolate",,"Fixed",,"DEFAULT",,,
"Mocha Beans",,"5.95","414-7942","414-7942","Chocolate",,"Fixed",,"DEFAULT",,,
"Cough Drops (Sugar Free) [Color=Red]",,"2.49","415-RE","415-RE","Sugar Free",,"Fixed",,"DEFAULT",,,
"Cough Drops (Sugar Free) [Color=Blue]",,"2.49","415-BL","415-BL","Sugar Free",,"Fixed",,"DEFAULT",,,
"Assorted Candy (Sugar Free)",,"5.59","416-3662","416-3662","Sugar Free",,"Fixed",,"DEFAULT",,,
"Lollipops (Sugar Free)",,"2.99","418-1673","418-1673","Sugar Free",,"Fixed",,"DEFAULT",,,
"Licorice Jujubes (Sugar Free)",,"4.95","419-689","419-689","Sugar Free",,"Fixed",,"DEFAULT",,,
"Jelly Belly Beans  (Sugar Free)",,"2.95","422-343","422-343","Sugar Free",,"Fixed",,"DEFAULT",,,
"Licorice  (Sugar Free) [Size=7 oz.]",,"2.95","423-7O","423-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Licorice  (Sugar Free) [Size=12 oz.]",,"5.95","423-12","423-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Cinnamon (Sugar Free) [Size=7 oz.]",,"2.95","425-7O","425-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Cinnamon (Sugar Free) [Size=12 oz.]",,"5.95","425-12","425-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Mint (Sugar Free) [Size=7 oz.]",,"2.95","426-7O","426-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Mint (Sugar Free) [Size=12 oz.]",,"5.95","426-12","426-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Root Beer (Sugar Free) [Size=7 oz.]",,"2.95","427-7O","427-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Root Beer (Sugar Free) [Size=12 oz.]",,"5.95","427-12","427-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Chocolate Candy (Sugar Free) [Size=12 oz.]",,"5.95","428-12","428-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Chocolate Mint (Sugar Free) [Size=7 oz.]",,"2.95","430-7O","430-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Chocolate Mint (Sugar Free) [Size=12 oz.]",,"5.95","430-12","430-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Spearmint Starlights (Sugar Free)",,"2.99","431-7095","431-7095","Sugar Free",,"Fixed",,"DEFAULT",,,
"Lemon Candy (Sugar Free) [Size=7 oz.]",,"2.95","432-7O","432-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
"Lemon Candy (Sugar Free) [Size=12 oz.]",,"5.95","432-12","432-12","Sugar Free",,"Fixed",,"DEFAULT",,,
"Coffee Candy (Sugar Free) [Size=7 oz.]",,"2.95","433-7O","433-7O","Sugar Free",,"Fixed",,"DEFAULT",,,
