"name","clName","price","SKU","bcSKU","category","description","price_type","cost","tax_rates","quantity","clover_ID",
"Banana Turkish Taffy","Banana Turkish Taffy","1.69","8.99E+11",,,,"Fixed","0","DEFAULT","12","SKY3M211Y3H8M",
"Razzeles","Razzeles","1.39","59642008288",,,,"Fixed","0","DEFAULT","20","KRXZ3BTBT5AY0",
"Cow Tales","Cow Tales","0.39","70622431025",,,,"Fixed","0","DEFAULT","23","T3AY233Z78MEW",
"Whatchamacallit","Whatchamacallit","1.99","3429903",,,,"Fixed","0","DEFAULT","23","19SVJQEZXG1ZE",
"Cow Tales","Cow Tales","0.39","70622431018",,,,"Fixed","0","Rhode Island Sales Tax","13","8P5P3VA22WRBM",
"Zero King","Zero King","1.99","10700804273",,,,"Fixed","0","DEFAULT","8","HS3SHGQ4PWYJ4",
"Raffello","Raffello","1.99","982237",,,,"Fixed","0","DEFAULT","13","6C5ME3B77RZ3R",
"Smarties","Smarties","1.25","11206005003",,,,"Fixed","0","DEFAULT","26","WBY0PGDWBRE1J",
"Sweet Tarts Giant Chewy","Sweet Tarts Giant Chewy","1.25","79200131166",,,,"Fixed","0","DEFAULT","21","SZYA53BJ5JQ5G",
"Skybar","Skybar","2.25","7.07E+11",,,,"Fixed","0","DEFAULT","16","Z9K05GV42JMBE",
"Chunky","Chunky","1.99","99900824601",,,,"Fixed","0","DEFAULT","21","H3Q4TEBE55H56",
"Bar None","Bar None","1.25","8.60E+11",,,,"Fixed","0","DEFAULT","16","XC9217EJPYZDP",
"Fort Knox","Fort Knox","2.49","86232319202",,,,"Fixed","0","DEFAULT","9","2K0MYNNQ2XX94",
"Fort Knox Unicorn","Fort Knox Unicorn","2.49","86232359741",,,,"Fixed","0","DEFAULT","16","QTSSQSH2YAEMC",
"Chocolate Turkish Taffy","Chocolate Turkish Taffy","1.69","8.99E+11",,,,"Fixed","0","DEFAULT","23","4JE6NTP5CYM6W",
"Strawberry Turkish Taffy","Strawberry Turkish Taffy","1.69","8.99E+11",,,,"Fixed","0","DEFAULT","23","J5GZANNKP2Y06",
"Bubble Gum Cigars","Bubble Gum Cigars","0","59642003702",,,,"Fixed","0","DEFAULT","18","ACKT52S5KG4J0",
"Sugar Daddy","Sugar Daddy","1.25","14200532100",,,,"Fixed","0","DEFAULT","21","MD691HYXM53PC",
"Sour Flush","Sour Flush","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","5","2F966XASJ7R1R",
"Gobstoppers","Gobstoppers","1.25","79200230401",,,,"Fixed","0","DEFAULT","23","VWGZW97S06Q96",
"Twin Cherry Pop","Twin Cherry Pop","0.39","8.72E+12",,,,"Fixed","0","DEFAULT","55","HXG9761RMSA6E",
"Sour Ooze","Sour Ooze","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","9","FB506CVJDYX06",
"Broadway Strawberry Rolls","Broadway Strawberry Rolls","1.25","86232860018",,,,"Fixed","0","DEFAULT","16","Q69TQ4JNN2K4T",
"Clark Cup","Clark Cup","1.25","41311126058",,,,"Fixed","0","DEFAULT","22","JGJGCSG5J743T",
"Vanila Turkish Taffy","Vanila Turkish Taffy","1.69","8.99E+11",,,,"Fixed","0","DEFAULT","15","X8MQQ7WCJ8JJJ",
"Chocolate Sticks","Chocolate Sticks","1.39","86232312241",,,,"Fixed","0","DEFAULT","21","4W1PGWV3W4PAW",
"Necco The Original Candy Wafer","Necco The Original Candy Wafer","1.39","30800900002",,,,"Fixed","0","DEFAULT","13","4W7BEFJ4FAQH8",
"Necco The Original Chocolate Wafer","Necco The Original Chocolate Wafer","1.39","30800910001",,,,"Fixed","0","DEFAULT","9","877703M546WQE",
"Mallo Cup","Mallo Cup","1.25","41311121053",,,,"Fixed","0","DEFAULT","18","SC73YPF52SBHY",
"Honees","Honees","1.29","7065042",,,,"Fixed","0","DEFAULT","31","F034YHBQM563Y",
"Life Savers Hard Candy","Life Savers Hard Candy","1.25","2243405",,,,"Fixed","0","DEFAULT","25","6CYEK4DTW86KR",
"Chowards Violet","Chowards Violet","0.99","11642031017",,,,"Fixed","0","DEFAULT","19","EQYFWJCMBVTPG",
"Pop Rocks Watermelon","Pop Rocks Watermelon","0.89","7.22E+11",,,,"Fixed","0","DEFAULT","6","SBGHD6RBBSJEA",
"Pop Rocks Green Apple","Pop Rocks Green Apple","0.89","7.22E+11",,,,"Fixed","0","DEFAULT","4","4HNQ2SN5Q2NET",
"Pop Rocks Strawberry","Pop Rocks Strawberry","0.89","7.22E+11",,,,"Fixed","0","DEFAULT","2","2Y7RF3ZMPPNFG",
"Pop Rocks Blue Razz","Pop Rocks Blue Razz","0.89","7.22E+11",,,,"Fixed","0","DEFAULT","9","2FMV37ZBQB9T2",
"Pop Rocks  Grape","Pop Rocks  Grape","0.89","7.22E+11",,,,"Fixed","0","DEFAULT","4","GYK300GRTDFCC",
"Gold Mine","Gold Mine","1.39","7.98E+11",,,,"Fixed","0","DEFAULT","17","4HMPHB24NF91W",
"Big League Chew Bubble Gum","Big League Chew Bubble Gum","1.99","42897660950",,,,"Fixed","0","DEFAULT","4","S5GSD38EXJB3P",
"Airheads Grape","Airheads Grape","0.25","73390014384",,,,"Fixed","0","DEFAULT","10","JWMXZK57DTVF8",
"Quick Blast Spray","Quick Blast Spray","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","15","5NGNVG583EEMY",
"Chick O Stick","Chick O Stick","0.49","41168631675",,,,"Fixed","0","DEFAULT","10","N0A9HY2HFR310",
"Razz Apple Fun Dip","Razz Apple Fun Dip","0.25","79200009373",,,,"Fixed","0","DEFAULT","9","DKYT0NA7GX9E0",
"Bottle Pop","Bottle Pop","1.99","41116005954",,,,"Fixed","0","DEFAULT","19","9P7WFFGK7D7VR",
"Ring Pop","Ring Pop","0.69","41116011320",,,,"Fixed","0","DEFAULT","1","BZ5C837C4737W",
"Sour Soda Pop","Sour Soda Pop","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","19","AV6X2CTBB922T",
"Roll Back Truck","Roll Back Truck","1.59","6.86E+11",,,,"Fixed","0","DEFAULT","24","GRRW2DZ8JE6KJ",
"Sour Blast Spray","Sour Blast Spray","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","2","VN0X2QPHN6EZ2",
"Cherry Yum Fun Dip","Cherry Yum Fun Dip","0.25","79200005795",,,,"Fixed","0","DEFAULT","16","1QVGBV3HVWDGM",
"Cherry Air Head","Cherry Air Head","0.25","73390002015",,,,"Fixed","0","DEFAULT","7","C750Z8474N10J",
"Strawberry Air Head","Strawberry Air Head","0.25","73390002053",,,,"Fixed","0","DEFAULT","8","8B5H416TCDV42",
"Orange Air Head","Orange Air Head","0.25","73390002022",,,,"Fixed","0","DEFAULT","14","9951YAK7P619M",
"Watermelon Air Head","Watermelon Air Head","0.25","73390002039",,,,"Fixed","0","DEFAULT","12","E4S04G9BFW4VE",
"Green Apple Air Head","Green Apple Air Head","0.25","73390002077",,,,"Fixed","0","DEFAULT","13","NE43TYHFDPXMT",
"Blue Raspberry Air Head","Blue Raspberry Air Head","0.25","73390002206",,,,"Fixed","0","DEFAULT","3","XK5XW1ARPMGR8",
"Mystery Air Head","Mystery Air Head","0.25","73390002213",,,,"Fixed","0","DEFAULT","12","7BRD6X8QKS8DJ",
"Smarties Mega Lolly","Smarties Mega Lolly","0.59",,,,,"Fixed","0","DEFAULT","26","EA46Z97YFEFER",
"Grapehead","Grapehead","0.39","41420078170",,,,"Fixed","0","DEFAULT","12","EBZ6FMT9YNX6M",
"Chewy Lemon Head","Chewy Lemon Head","0.39","41420063008",,,,"Fixed","0","DEFAULT","11","B5JRDBJB4PRKA",
"Jaw Buster","Jaw Buster","0.39","41420014000",,,,"Fixed","0","DEFAULT",,"0W2425P94W9JJ",
"Apple Head","Apple Head","0.39","41420117831",,,,"Fixed","0","DEFAULT","8","4BF0929FR0640",
"Mr Stache","Mr Stache","0.99","59642745244",,,,"Fixed","0","DEFAULT","2","73XTEZABX4ETR",
"Fan Pop","Fan Pop","1.99","6.86E+11",,,,"Fixed","0","DEFAULT","12","NA6BMJ18S70D8",
"Pirate Flash Pop","Pirate Flash Pop","1.25","6.86E+11",,,,"Fixed","0","DEFAULT","23","XJ7HWFHKW4VNJ",
"Wax Lips","Wax Lips","0.99","59642742243",,,,"Fixed","0","DEFAULT","9","KNVRT3M0Z8Y3A",
"Matchems","Matchems","1.99","41116301001",,,,"Fixed","0","DEFAULT","20","5A65FEXZNNV88",
"Candy NeckLace","Candy NeckLace","0.99","11206007076",,,,"Fixed","0","DEFAULT","50","XP3ETN33Q285J",
"Cella","Cella","19.95","11228372121",,,,"Fixed","0","DEFAULT",,"H00PMZWZ49AMY",
"Cella Cherries","Cella Cherries","4.99","11228000161",,,,"Fixed","0","DEFAULT",,"D6CK22H039N1J",
"Lindt Lindor Milk Chocolate Truffles","Lindt Lindor Milk Chocolate Truffles","24.95","37466020761",,,,"Fixed","0","DEFAULT","6","JZE40REPNE4GY",
"Baci Perugina","Baci Perugina","12.95","20182008410",,,,"Fixed","0","DEFAULT","9","41AF5EG6BSAZE",
"Lindt Lindor Caramel","Lindt Lindor Caramel","24.95","9542005153",,,,"Fixed","0","DEFAULT","7","4RYDWBYN1X4PG",
"Lindt Lindor Dark Chocolate Truffles","Lindt Lindor Dark Chocolate Truffles","24.95","37466020778",,,,"Fixed","0","DEFAULT","5","7JGRY5TTWBD82",
"Cella Dark Cherries","Cella Dark Cherries","19.95","11228721202",,,,"Fixed","0","DEFAULT",,"RR8YKJS92APY4",
"Asher Chocolate","Asher Chocolate","8.95","89449342100",,,,"Fixed","0","DEFAULT","11","2SS4MCAHFE0PW",
"Lindt Lindor White Chocolate Truffles","Lindt Lindor White Chocolate Truffles","24.95","37466020785",,,,"Fixed","0","DEFAULT","12","JF0CR1V4XJ5GW",
"Dark Chocolate Cherries","Dark Chocolate Cherries","4.99","11228001601",,,,"Fixed","0","DEFAULT",,"Z4W8QG2H4CY4J",
"Sugar Free Dark Chocolate Bar","Sugar Free Dark Chocolate Bar","2.49","89449199322",,,,"Fixed","0","DEFAULT","13","TT5KSQR9334E0",
"Sugar Free Bazooka Gum","Sugar Free Bazooka Gum","3.95","41116011801",,,,"Fixed","0","DEFAULT","14","XDZW0R44WZ4G4",
"Sugar Free Jelly Belly Gummy Bears","Sugar Free Jelly Belly Gummy Bears","2.95","71567996020",,,,"Fixed","0","DEFAULT",,"MBBY11S6G6H5M",
"Sugar Free Chocolate","Sugar Free Chocolate","5.95","4.75E+12",,,,"Fixed","0","DEFAULT",,"171EA6T3Z1V8P",
"Sugar Free Ashers Assortment","Sugar Free Ashers Assortment","9.95","89449315401",,,,"Fixed","0","DEFAULT","10","T65NAAVQJT36Y",
"Sugar Free Milk chocolate Bar","Sugar Free Milk chocolate Bar","2.95","4.75E+12",,,,"Fixed","0","DEFAULT",,"JD4EFA60VZXAW",
"Milk Chocolate Ice Cubes","Milk Chocolate Ice Cubes","35.95","72084013542",,,,"Fixed","0","DEFAULT","1","YRG35JCZJNWVY",
"Perugina Bottle Assorted Chocolates","Perugina Bottle Assorted Chocolates","5.95","8.39E+11",,,,"Fixed","0","DEFAULT","4","SKGRVM6GWEN3Y",
"Maple blend gift box 4oz","Maple blend gift box 4oz","12.95",,,,,"Fixed","0","DEFAULT","7","9EMCF91VCR2RJ",
"Sugar Free Milk Chocolate Red Bar","Sugar Free Milk Chocolate Red Bar","0.99","4.75E+12",,,,"Fixed","0","DEFAULT","12","R74E72BYF6Z4J",
"Sugar Free Dark Chocolate Red Bar","Sugar Free Dark Chocolate Red Bar","0.99","4.75E+12",,,,"Fixed","0","DEFAULT","11","YXMAS61C4CW7E",
"Kane Candy Dessert Cups","Kane Candy Dessert Cups","4.95","8.51E+11",,,,"Fixed","0","DEFAULT",,"6GMZQ7F4M0XVE",
"Sugar Free Asher Chocolate  Co.","Sugar Free Asher Chocolate  Co.","9.95",,,,,"Fixed","0","DEFAULT","10","60GN1VMKWGX7M",
"Gummi Pizza","Gummi Pizza","15.95","8.14E+11",,,,"Per unit","0","DEFAULT",,"CB4QN45CMQ82J",
"Gummi Hotdogs","Gummi Hotdogs","12.95","8.14E+11",,,,"Per unit","0","DEFAULT",,"MV09HYYE8VCZ4",
"Gummi Mini Burgers","Gummi Mini Burgers","12.95","8.14E+11",,,,"Per unit","0","DEFAULT",,"EC3S58SEENBFA",
"Charleston Chew Chocolate/24ct","Charleston Chew Chocolate/24ct","19.95","71720331101",,,,"Fixed","0","DEFAULT","16","WWBWM4YZFNE5C",
"Charlestown Chew Strawberry/24ct","Charlestown Chew Strawberry/24ct","19.95","71720331200",,,,"Fixed","0","DEFAULT","11","5T8779TABR3HR",
"Charleston Chew Vanilla/24ct","Charleston Chew Vanilla/24ct","19.95","71720331309",,,,"Fixed","0","DEFAULT","2","W0TKGCWXZWYKE",
"Laffy Taffy Apple","Laffy Taffy Apple","12.95","28000721213",,,,"Per unit","0","DEFAULT","8","W9VR2HYFEC8NT",
"Laffy Taffay Banana","Laffy Taffay Banana","12.95","79200563127",,,,"Per unit","0","DEFAULT","6","F9F3Z4GF4RH86",
"Laffy Taffy Blue Raspberry","Laffy Taffy Blue Raspberry","12.95","28000617950",,,,"Fixed","0","DEFAULT","2","RE5A0BRE4VMA0",
"Laffy Taffy Strawberry","Laffy Taffy Strawberry","12.95","79200924317",,,,"Per unit","0","DEFAULT","7","Q864G0V42GE10",
"Laffy Taffy Grape","Laffy Taffy Grape","12.95","28000660659",,,,"Per unit","0","DEFAULT","10","2TJ5YRNK9QYM6",
"Laffy Taffy Cherry","Laffy Taffy Cherry","12.95","28000479763",,,,"Per unit","0","DEFAULT","4","T4P0QJE1VH0F6",
"Cherry Head","Cherry Head","5.95","41420047183",,,,"Per unit","0","DEFAULT","9","VQCX74GHPASWG",
"Grapehead","Grapehead","5.95","41420088179",,,,"Per unit","0","DEFAULT","8","0Y3QWSQBDTFNG",
"Chewy Lemon Head","Chewy Lemon Head","5.95","41420163005",,,,"Per unit","0","DEFAULT","9","CNPE220Z075CA",
"Applehead","Applehead","5.95","41420127830",,,,"Per unit","0","DEFAULT","9","F0JHB9VHW81GA",
"Jaw Busters","Jaw Busters","5.95","41420024009",,,,"Per unit","0","DEFAULT",,"AMP1KMZSNYHSJ",
"Mystery Airheads","Mystery Airheads","6.99","73390001124",,,,"Per unit","0.36","DEFAULT","6","FJJEA9ZN5WD18",
"Watermelon Airheads","Watermelon Airheads","6.99","73390001179",,,,"Per unit","0","DEFAULT","1","RMNCT29ENZN4Y",
"Airheads Grape","Airheads Grape","6.99","73390029951",,,,"Per unit","0","DEFAULT","13","PQZ7TVT87YX3J",
"Greenapple Airheads","Greenapple Airheads","6.99","73390001216",,,,"Per unit","0","DEFAULT","3","P1FMJNKP9H4XM",
"Orange Airheads","Orange Airheads","6.99","73390001162",,,,"Per unit","0","DEFAULT","8","2X2Y71862YP4C",
"Cherry Airheads","Cherry Airheads","6.99","73390001155",,,,"Per unit","0","DEFAULT","2","MZF5G5V5PPEW6",
"Blue Raspberry Airheads","Blue Raspberry Airheads","6.99","73390001131",,,,"Per unit","0","DEFAULT","5","T5XR60JQ9C2TR",
"Gobstoppers","Gobstoppers","24.95","79200230418",,,,"Per unit","0","DEFAULT",,"GNA0BMSW4V0CY",
"Tootsies Frootsie Sour Cherries","Tootsies Frootsie Sour Cherries","8.95","71720078587",,,,"Fixed","0","DEFAULT",,"W92ME7EK8KGTP",
"Tootsies Frootsie Grape","Tootsies Frootsie Grape","8.95","71720078013",,,,"Per unit","0","DEFAULT",,"HTY9GX0ZQR0Y4",
"Tootsies Frootsie Strawberry","Tootsies Frootsie Strawberry","8.95","71720078020",,,,"Per unit","0","DEFAULT",,"7HJZ5E80J4MC6",
"Tootsies Frootsie","Tootsies Frootsie","8.95","71720078525",,,,"Per unit","0","DEFAULT",,"20V0FS0PJRHB0",
"Tootsies Frootsie Green Apple","Tootsies Frootsie Green Apple","8.95","71720078426",,,,"Per unit","0","DEFAULT",,"B7T5C2Y5S4MH6",
"Tootsies Frootsie Watermelon","Tootsies Frootsie Watermelon","8.95","71720078488",,,,"Per unit","0","DEFAULT",,"DGZ5C1N3T2F2P",
"Tootsies Midgees","Tootsies Midgees","8.95","71720078068",,,,"Per unit","0","DEFAULT",,"1D2B81WXM7AA6",
"Tootsies Frootsie Fruit Punch","Tootsies Frootsie Fruit Punch","8.95","71720078006",,,,"Per unit","0","DEFAULT",,"SAXR47C87WX66",
"Tootsie Frootsie Lemon Lime","Tootsie Frootsie Lemon Lime","8.95","71720078556",,,,"Per unit","0","DEFAULT",,"6G53JKY93FC7C",
"Tootsie Frootsie Blue Raspberry","Tootsie Frootsie Blue Raspberry","8.95","71720078433",,,,"Per unit","0","DEFAULT",,"DVE9781SX9GD2",
"Cow Tales Carmel/36ct","Cow Tales Carmel/36ct","12.95","70622801019",,,,"Per unit","0","DEFAULT","3","HD29MW6HHRH30",
"Airheads Strawberry","Airheads Strawberry","6.99","73390001193",,,,"Per unit","0","DEFAULT","3","ZYWRBPD863QX8",
"Sugar Daddy/48 Ct","Sugar Daddy/48 Ct","9.95","14200302208",,,,"Per unit","0","DEFAULT","4","WW1JNAAE1MDWT",
"Sugar Daddy Pops/24ct","Sugar Daddy Pops/24ct","24.95","14200332106",,,,"Per unit","0","DEFAULT","5","NEWRHZTBF8FQT",
"Necco The Original Candy Waffers","Necco The Original Candy Waffers","24.95","30800901009",,,,"Per unit","0","DEFAULT","10","S3W4RV4624VMC",
"Necco The Original Chocolate Waffers","Necco The Original Chocolate Waffers","24.95","30800911008",,,,"Per unit","0","DEFAULT","10","M22HDMQM7683J",
"Edible Satellite Wafers","Edible Satellite Wafers","19.95","86232321007",,,,"Per unit","0","DEFAULT","32","BT14V3D9ZMHC4",
"King Size Candy Stix","King Size Candy Stix","7.95","41396090978",,,,"Per unit","0","DEFAULT","17","7JHEB15AG89ZM",
"Rock Candy Crystal Sticks","Rock Candy Crystal Sticks","45.95","11167042505",,,,"Per unit","0","DEFAULT","1","T69R1JKV96Y4W",
"Saf T Pops 100ct","Saf T Pops 100ct","12.95","30800000771",,,,"Fixed","0","DEFAULT","8","7X0M94PEQQFAG",
"Machine Size Gumballs/28oz","Machine Size Gumballs/28oz","5.99",,,,,"Fixed","0","DEFAULT","9","BTP8N1HMQC1AA",
"Big Bubble Gumballs/16oz","Big Bubble Gumballs/16oz","3.99",,,,,"Fixed","0","DEFAULT","18","SHE72N253PWBR",
"Wonka Nerd Gumballs/12oz","Wonka Nerd Gumballs/12oz","2.59",,,,,"Fixed","0","DEFAULT","15","YX4JMF6CMPWC8",
"Dubble Bubble Gum/7oz","Dubble Bubble Gum/7oz","2.49",,,,,"Fixed","0","DEFAULT","20","M91YK2D4YBHMM",
"Chickles Gum/12oz","Chickles Gum/12oz","2.99",,,,,"Fixed","0","DEFAULT","25","NM0ZFFFF7BB1A",
"Original Bazooka Bubble Gum/8oz","Original Bazooka Bubble Gum/8oz","1.99",,,,,"Fixed","0","DEFAULT","25","NJZD4CMST04E6",
"Candy Stix/3oz","Candy Stix/3oz","1.99",,,,,"Fixed","0","DEFAULT","18","D7NS7NTCYSVBC",
"Liquid Filled Wax Tubes","Liquid Filled Wax Tubes","2.25",,,,,"Fixed","0","DEFAULT","14","ECCVKM8WQXSDA",
"Sour Patch Kids/1.6lbs","Sour Patch Kids/1.6lbs","7.95",,,,,"Fixed","0","DEFAULT","8","9BPF4ZT4SE3WT",
"Sour Cherries/1.6lbs","Sour Cherries/1.6lbs","7.95",,,,,"Fixed","0","DEFAULT","10","7TE52X169018R",
"Sour Apples/1.6lbs","Sour Apples/1.6lbs","7.95",,,,,"Fixed","0","DEFAULT","11","0J6M7ZBJ78XX2",
"Assorted Chupa Chups /7oz","Assorted Chupa Chups /7oz","2.25",,,,,"Fixed","0","DEFAULT","24","VZKMHTD147WZT",
"Charms Sweet Pops/15ct","Charms Sweet Pops/15ct","2.99",,,,,"Fixed","0","DEFAULT","13","44G2ZBQTWJDSR",
"Caramel Apple Pops/15ct","Caramel Apple Pops/15ct","2.99",,,,,"Fixed","0","DEFAULT","14","Y186DSXP2H07A",
"Sugar Daddy Pops","Sugar Daddy Pops","2.99",,,,,"Fixed","0","DEFAULT","15","DZDKN0QE2JKHE",
"Tootsie Pops/15ct","Tootsie Pops/15ct","2.95",,,,,"Fixed","0","DEFAULT","20","ZFR6QA06NV6NJ",
"Fruity Soft Puffs/1.5lbs","Fruity Soft Puffs/1.5lbs","5.95",,,,,"Fixed","0","DEFAULT","3","3189TTP8NFN12",
"Apple Sour Laces/2lbs","Apple Sour Laces/2lbs","10.95","2.39E+11",,,,"Fixed","0","DEFAULT","3","15N7VKFNZNRMC",
"Blue Raspberry Sour Laces/2lbs","Blue Raspberry Sour Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","5","MW75GPKJFTVP4",
"Strawberry Sour Laces/2lbs","Strawberry Sour Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","7","31F91F2B1MK88",
"Grape Laces/2lbs","Grape Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","8","07327G45SV0BW",
"Strawberry Laces/2lbs","Strawberry Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","6","QGTB4PQ8DR5CY",
"Rainbow Laces/2lbs","Rainbow Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","4","4ZG8C52H9EKSG",
"Licorice Laces/2lbs","Licorice Laces/2lbs","10.95",,,,,"Fixed","0","DEFAULT","9","QQFJZP7SPRX2T",
"Mike & Ike/4.5lbs","Mike & Ike/4.5lbs","15.95",,,,,"Fixed","0","DEFAULT","6","0SNDXVMGQDDW4",
"Boston Baked Beans/4.5lbs","Boston Baked Beans/4.5lbs","15.95",,,,,"Fixed","0","DEFAULT","3","6XJPBRP4ZZYRA",
"Smarties/24ct","Smarties/24ct","19.95","11206519005",,,,"Fixed","0","DEFAULT","12","YPEN3RKDHNQRJ",
"Charms Sweet Pops/48ct","Charms Sweet Pops/48ct","8.95","14200337064",,,,"Fixed","0","DEFAULT","9","9X8M9WVPYBCP0",
"Carousel Junior Gumball Machine","Carousel Junior Gumball Machine","29.95","42897030005",,,,"Fixed","0","DEFAULT","8","1R28WJGNQSZ7W",
"Carousel Petite Gumball Machine","Carousel Petite Gumball Machine","19.95","42897033006",,,,"Fixed","0","DEFAULT","9","1AB0QP9Y4BYYC",
"Carousel Classic Gumball Machine With Stand","Carousel Classic Gumball Machine With Stand","79.95","42897030067",,,,"Fixed","0","DEFAULT","3","1SB1E22E9Z1SY",
"Maple Blend Gift Box/4oz","Maple Blend Gift Box/4oz","12.95","74683001005",,,,"Fixed","0","DEFAULT","7","8FKTYTW44JK32",
"Its A Boy Bubble Gum Cigars","Its A Boy Bubble Gum Cigars","15.95","59642003757",,,,"Fixed","0","DEFAULT","8","PN5F2GH2AJB42",
"Its A Boy Bubble Gum Cigars/5ct","Its A Boy Bubble Gum Cigars/5ct","2.49","59642003917",,,,"Fixed","0","DEFAULT","7","S2DN6TKFG3WN8",
"Its A Boy Cigars/24ct","Its A Boy Cigars/24ct","24.95","609406005",,,,"Fixed","0","DEFAULT","11","ZZJ6QB9YDCCNT",
"Its A Boy Pops","Its A Boy Pops","4.95","71576098531",,,,"Fixed","0","DEFAULT","15","0F4BBZ9761AY8",
"Its A Girl Bubble Gum Cigars","Its A Girl Bubble Gum Cigars","15.95","59642003764",,,,"Fixed","0","DEFAULT","9","KT23A0S142VR6",
"Its A Girl Bubble Gum Cigars/5ct","Its A Girl Bubble Gum Cigars/5ct","2.49","59642003900",,,,"Fixed","0","DEFAULT","2","32NG3ADS6ZJ0Y",
"Its A Girl Cigars/24ct","Its A Girl Cigars/24ct","24.95","609407002",,,,"Fixed","0","DEFAULT","7","MGXSKB01XY5D8",
"Its A Girls Pops/9oz","Its A Girls Pops/9oz","4.95","71576097534",,,,"Fixed","0","DEFAULT","14","38E5A1EKR739R",
"Chocolate Truck","Chocolate Truck","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","16","TDKCH5RNH1R2P",
"Chocolate Train","Chocolate Train","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","13","WXHZZR08NC4G0",
"Milk And White Chocolate Doggy","Milk And White Chocolate Doggy","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","20","1ZJXKF9XA6Q5R",
"Milk And White Chocolate Kitty","Milk And White Chocolate Kitty","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","13","ENKK5S3H043BM",
"Milk Chocolate Unicorn","Milk Chocolate Unicorn","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","32","WMCAPPY6FP38T",
"Milk Chocolate Ballerina","Milk Chocolate Ballerina","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","3","EM89VVY9P6844",
"Milk Chocolate Beauty Set","Milk Chocolate Beauty Set","3.95","86232310384",,,,"Fixed","0","DEFAULT","12","BCD7RNQ742NDE",
"Milk Chocolate Birthday Candles","Milk Chocolate Birthday Candles","4.95","609446001",,,,"Fixed","0","DEFAULT","11","9C60W9MM1P368",
"Mega Banknote","Mega Banknote","4.95","86232312425",,,,"Fixed","0","DEFAULT","2","4QQFA84JHT4W6",
"Milk Chocolate Cool Llamas","Milk Chocolate Cool Llamas","2.95","86232339675",,,,"Fixed","0","DEFAULT","14","RVZ4X2A0ZWG46",
"Milk Chocolate Unicorns","Milk Chocolate Unicorns","2.95","86232359796",,,,"Fixed","0","DEFAULT","19","FRPMH3Q16BEA0",
"Milk Chocolate Music Note","Milk Chocolate Music Note","2.99","7.20E+11",,,,"Fixed","0","DEFAULT","33","EY9MXT0F08VAJ",
"Dubble Bubble Assortment","Dubble Bubble Assortment","10.95","59642917030",,,,"Fixed","0","DEFAULT","1","K1H6PDMD1W0FY",
"Tootsie Childs Play/3.5lbs","Tootsie Childs Play/3.5lbs","10.95","71720018132",,,,"Fixed","0","DEFAULT","2","06NF1S6TM4Y5T",
"Miniature Tootsie Pops","Miniature Tootsie Pops","10.95","71720007211",,,,"Fixed","0","DEFAULT","1","AMGHS24RCCC6C",
"Charleston Chew/120ct","Charleston Chew/120ct","9.95","71720531082",,,,"Fixed","0","DEFAULT","5","2FM3BS0K89KS6",
"Bubble Gum Baseball Bat","Bubble Gum Baseball Bat","2.99","59642917665",,,,"Fixed","0","DEFAULT","3","JSQNZ7N9HEM9R",
"Salt Water Taffy/14oz","Salt Water Taffy/14oz","7.95","8.93E+11",,,,"Fixed","0","DEFAULT","8","3AH6E3HWHXKD2",
"Fluffy Stuff Cotton Candy","Fluffy Stuff Cotton Candy","1.99","14200003259",,,,"Fixed","0","DEFAULT","7","545B65YHDBBGJ",
"Efrutti Lunch Bag","Efrutti Lunch Bag","1.99","8.14E+11",,,,"Fixed","0","DEFAULT","18","JS51EME2ZYGJJ",
"Efrutti Movie Bag","Efrutti Movie Bag","1.99","8.14E+11",,,,"Fixed","0","DEFAULT","24","JVZT0S6XP6TYJ",
"Bubble Gum Cigars/36ct","Bubble Gum Cigars/36ct","15.95","59642303703",,,,"Fixed","0","DEFAULT","8","TQQMCS3K76K3R",
"Dorval Sour Power Straws/4 Flavors","Dorval Sour Power Straws/4 Flavors","19.95","29126153445",,,,"Fixed","0","DEFAULT","3","46EJ2K0H3Y9NG",
"Dorval Sour Power Straws/Cotton Candy","Dorval Sour Power Straws/Cotton Candy","19.95","29126153308",,,,"Fixed","0","DEFAULT","2","58V2ZVG5JFYV2",
"Dorval Sour Power Straws/Blue Raspberry","Dorval Sour Power Straws/Blue Raspberry","19.95","29126153650",,,,"Fixed","0","DEFAULT","2","3696D1T9ZWF98",
"Harry Potter Frog","Harry Potter Frog","3.99",,,,,"Fixed","0","DEFAULT","5","E4KFD1CX8DTVA",
